transaction_id,customer_id,order_date,category,product_name,unit_price,quantity,discount_pct,discount_amount,total_price,payment_method,city,rating,returned,year,month,month_name,day_of_week,quarter,revenue_band
TXN_000017,CUST_01339,2023-04-19,Home & Kitchen,Home & Kitchen_Product_98,6498.98,1,0,0.0,6498.98,UPI,Hyderabad,1.1,No,2023,4,Apr,Wednesday,2,High (2K-10K)
TXN_000018,CUST_02657,2022-02-27,Fashion,Fashion_Product_59,2641.14,4,0,0.0,10564.56,Credit Card,Pune,2.6,No,2022,2,Feb,Sunday,1,Premium (>10K)
TXN_000019,CUST_03287,2022-10-02,Electronics,Electronics_Product_17,6619.9,1,0,0.0,6619.9,Debit Card,Pune,4.7,No,2022,10,Oct,Sunday,4,High (2K-10K)
TXN_000020,CUST_01742,2023-11-03,Sports,Sports_Product_128,17467.77,3,0,0.0,52403.31,Net Banking,Ahmedabad,4.6,No,2023,11,Nov,Friday,4,Premium (>10K)
TXN_000021,CUST_01171,2022-09-29,Books,Books_Product_36,1354.53,1,0,0.0,1354.53,Debit Card,Chennai,1.9,No,2022,9,Sep,Thursday,3,Medium (500-2K)
TXN_000022,CUST_04789,2023-03-15,Books,Books_Product_150,1305.02,1,5,65.25,1239.77,Net Banking,Pune,2.7,No,2023,3,Mar,Wednesday,1,Medium (500-2K)
TXN_000023,CUST_01797,2022-05-22,Electronics,Electronics_Product_131,27340.41,4,0,0.0,109361.64,Net Banking,Delhi,3.1,No,2022,5,May,Sunday,2,Premium (>10K)
TXN_000024,CUST_00386,2022-04-23,Fashion,Fashion_Product_40,4864.55,5,0,0.0,24322.75,Debit Card,Kolkata,3.0,No,2022,4,Apr,Saturday,2,Premium (>10K)
TXN_000025,CUST_04886,2022-03-07,Fashion,Fashion_Product_99,377.06,2,5,37.71,716.41,Net Banking,Ahmedabad,1.2,No,2022,3,Mar,Monday,1,Medium (500-2K)
TXN_000026,CUST_04335,2022-09-15,Beauty,Beauty_Product_142,794.73,1,5,39.74,754.99,Credit Card,Delhi,4.9,No,2022,9,Sep,Thursday,3,Medium (500-2K)
TXN_000027,CUST_04399,2022-10-01,Sports,Sports_Product_197,15303.91,1,15,2295.59,13008.32,UPI,Delhi,2.5,No,2022,10,Oct,Saturday,4,Premium (>10K)
TXN_000028,CUST_02405,2023-03-22,Sports,Sports_Product_41,10854.76,1,20,2170.95,8683.81,Net Banking,Mumbai,2.3,No,2023,3,Mar,Wednesday,1,High (2K-10K)
TXN_000029,CUST_02158,2023-05-28,Electronics,Electronics_Product_196,47475.99,2,0,0.0,94951.98,Debit Card,Delhi,3.0,No,2023,5,May,Sunday,2,Premium (>10K)
TXN_000030,CUST_02445,2023-10-17,Sports,Sports_Product_130,3735.02,2,0,0.0,7470.04,Wallet,Hyderabad,4.7,No,2023,10,Oct,Tuesday,4,High (2K-10K)
TXN_000031,CUST_01253,2023-01-18,Fashion,Fashion_Product_196,744.67,4,20,595.74,2382.94,Debit Card,Mumbai,2.0,No,2023,1,Jan,Wednesday,1,High (2K-10K)
TXN_000032,CUST_04907,2022-11-28,Books,Books_Product_126,877.28,1,0,0.0,877.28,Credit Card,Delhi,1.4,No,2022,11,Nov,Monday,4,Medium (500-2K)
TXN_000033,CUST_02974,2022-11-11,Beauty,Beauty_Product_62,1935.99,1,0,0.0,1935.99,Credit Card,Hyderabad,3.9,No,2022,11,Nov,Friday,4,Medium (500-2K)
TXN_000034,CUST_04648,2022-03-22,Beauty,Beauty_Product_22,2361.64,2,0,0.0,4723.28,Net Banking,Delhi,1.6,No,2022,3,Mar,Tuesday,1,High (2K-10K)
TXN_000035,CUST_04364,2022-05-09,Home & Kitchen,Home & Kitchen_Product_33,286.58,1,10,28.66,257.92,Net Banking,Bengaluru,1.0,No,2022,5,May,Monday,2,Low (<500)
TXN_000036,CUST_02172,2023-06-25,Home & Kitchen,Home & Kitchen_Product_156,10424.64,2,0,0.0,20849.28,Net Banking,Hyderabad,3.8,No,2023,6,Jun,Sunday,2,Premium (>10K)
TXN_000037,CUST_04418,2023-12-08,Fashion,Fashion_Product_52,3783.16,2,20,1513.26,6053.06,UPI,Kolkata,3.6,No,2023,12,Dec,Friday,4,High (2K-10K)
TXN_000038,CUST_03060,2023-03-25,Electronics,Electronics_Product_133,29733.41,1,0,0.0,29733.41,Net Banking,Delhi,4.9,No,2023,3,Mar,Saturday,1,Premium (>10K)
TXN_000039,CUST_02031,2022-08-19,Beauty,Beauty_Product_17,1930.3,2,5,193.03,3667.57,UPI,Mumbai,3.3,No,2022,8,Aug,Friday,3,High (2K-10K)
TXN_000040,CUST_04820,2023-07-22,Electronics,Electronics_Product_59,57934.94,1,0,0.0,57934.94,Wallet,Hyderabad,3.6,No,2023,7,Jul,Saturday,3,Premium (>10K)
TXN_000041,CUST_00059,2022-03-14,Beauty,Beauty_Product_182,2866.39,4,0,0.0,11465.56,Credit Card,Hyderabad,1.1,No,2022,3,Mar,Monday,1,Premium (>10K)
TXN_000042,CUST_00553,2022-02-02,Fashion,Fashion_Product_85,4839.94,5,20,4839.94,19359.76,Credit Card,Hyderabad,2.2,No,2022,2,Feb,Wednesday,1,Premium (>10K)
TXN_000043,CUST_02282,2023-11-17,Beauty,Beauty_Product_125,1019.07,1,10,101.91,917.16,Debit Card,Bengaluru,4.7,No,2023,11,Nov,Friday,4,Medium (500-2K)
TXN_000044,CUST_04678,2023-08-14,Home & Kitchen,Home & Kitchen_Product_122,1593.07,2,30,955.84,2230.3,Debit Card,Ahmedabad,1.6,No,2023,8,Aug,Monday,3,High (2K-10K)
TXN_000045,CUST_03335,2022-07-14,Beauty,Beauty_Product_25,2248.23,2,15,674.47,3821.99,Credit Card,Kolkata,2.4,No,2022,7,Jul,Thursday,3,High (2K-10K)
TXN_000046,CUST_02903,2023-03-10,Books,Books_Product_106,1234.16,3,25,925.62,2776.86,Net Banking,Mumbai,3.0,No,2023,3,Mar,Friday,1,High (2K-10K)
TXN_000047,CUST_00807,2022-03-04,Books,Books_Product_104,1009.95,2,15,302.98,1716.92,UPI,Delhi,4.6,No,2022,3,Mar,Friday,1,Medium (500-2K)
TXN_000048,CUST_02037,2022-07-16,Fashion,Fashion_Product_49,651.11,2,0,0.0,1302.22,Wallet,Ahmedabad,2.9,No,2022,7,Jul,Saturday,3,Medium (500-2K)
TXN_000049,CUST_01149,2023-03-09,Fashion,Fashion_Product_47,3036.0,1,0,0.0,3036.0,UPI,Ahmedabad,4.3,No,2023,3,Mar,Thursday,1,High (2K-10K)
TXN_000050,CUST_02047,2022-03-19,Electronics,Electronics_Product_114,42018.34,2,0,0.0,84036.68,Wallet,Delhi,3.5,No,2022,3,Mar,Saturday,1,Premium (>10K)
TXN_000051,CUST_00415,2023-10-30,Electronics,Electronics_Product_139,42742.69,1,10,4274.27,38468.42,Credit Card,Delhi,3.9,No,2023,10,Oct,Monday,4,Premium (>10K)
TXN_000052,CUST_01937,2022-06-20,Home & Kitchen,Home & Kitchen_Product_105,4945.9,2,0,0.0,9891.8,Net Banking,Ahmedabad,2.8,Yes,2022,6,Jun,Monday,2,High (2K-10K)
TXN_000053,CUST_01752,2023-02-15,Electronics,Electronics_Product_16,77030.55,3,10,23109.16,207982.49,Debit Card,Kolkata,2.6,No,2023,2,Feb,Wednesday,1,Premium (>10K)
TXN_000054,CUST_00018,2023-02-04,Electronics,Electronics_Product_68,20394.31,1,15,3059.15,17335.16,Net Banking,Chennai,3.6,No,2023,2,Feb,Saturday,1,Premium (>10K)
TXN_000055,CUST_03466,2023-12-15,Toys,Toys_Product_188,3741.91,2,10,748.38,6735.44,Wallet,Ahmedabad,2.7,No,2023,12,Dec,Friday,4,High (2K-10K)
TXN_000056,CUST_01269,2022-07-14,Fashion,Fashion_Product_76,3837.66,1,0,0.0,3837.66,Debit Card,Mumbai,1.2,Yes,2022,7,Jul,Thursday,3,High (2K-10K)
TXN_000057,CUST_04745,2023-07-10,Beauty,Beauty_Product_16,2140.61,1,0,0.0,2140.61,UPI,Mumbai,3.0,No,2023,7,Jul,Monday,3,High (2K-10K)
TXN_000058,CUST_00411,2023-08-22,Electronics,Electronics_Product_123,34991.21,1,10,3499.12,31492.09,Wallet,Bengaluru,3.5,Yes,2023,8,Aug,Tuesday,3,Premium (>10K)
TXN_000059,CUST_00466,2023-06-05,Fashion,Fashion_Product_21,3204.13,1,20,640.83,2563.3,Debit Card,Delhi,3.6,No,2023,6,Jun,Monday,2,High (2K-10K)
TXN_000060,CUST_04875,2022-03-11,Electronics,Electronics_Product_173,51572.33,1,10,5157.23,46415.1,Debit Card,Kolkata,4.8,No,2022,3,Mar,Friday,1,Premium (>10K)
TXN_000061,CUST_00983,2023-08-07,Fashion,Fashion_Product_64,3287.78,1,5,164.39,3123.39,Wallet,Mumbai,4.8,No,2023,8,Aug,Monday,3,High (2K-10K)
TXN_000062,CUST_00672,2023-03-06,Toys,Toys_Product_169,4545.68,1,0,0.0,4545.68,Wallet,Pune,1.4,Yes,2023,3,Mar,Monday,1,High (2K-10K)
TXN_000063,CUST_02137,2022-07-29,Electronics,Electronics_Product_172,54799.04,1,0,0.0,54799.04,UPI,Hyderabad,4.4,Yes,2022,7,Jul,Friday,3,Premium (>10K)
TXN_000064,CUST_02176,2023-02-10,Books,Books_Product_34,494.6,1,10,49.46,445.14,UPI,Ahmedabad,3.5,No,2023,2,Feb,Friday,1,Low (<500)
TXN_000065,CUST_02591,2022-03-16,Sports,Sports_Product_3,16128.57,1,0,0.0,16128.57,Net Banking,Delhi,4.0,No,2022,3,Mar,Wednesday,1,Premium (>10K)
TXN_000066,CUST_00601,2023-07-05,Toys,Toys_Product_55,2180.56,1,15,327.08,1853.48,Wallet,Chennai,2.4,No,2023,7,Jul,Wednesday,3,Medium (500-2K)
TXN_000067,CUST_01086,2022-12-24,Beauty,Beauty_Product_18,1344.08,2,15,403.22,2284.94,Debit Card,Pune,1.4,No,2022,12,Dec,Saturday,4,High (2K-10K)
TXN_000068,CUST_02335,2022-06-11,Home & Kitchen,Home & Kitchen_Product_113,12422.89,1,20,2484.58,9938.31,Wallet,Chennai,2.6,Yes,2022,6,Jun,Saturday,2,High (2K-10K)
TXN_000069,CUST_04334,2022-01-09,Beauty,Beauty_Product_171,364.73,1,30,109.42,255.31,Wallet,Chennai,4.8,No,2022,1,Jan,Sunday,1,Low (<500)
TXN_000070,CUST_00849,2022-05-18,Sports,Sports_Product_68,9134.38,1,0,0.0,9134.38,Credit Card,Delhi,3.7,No,2022,5,May,Wednesday,2,High (2K-10K)
TXN_000071,CUST_04533,2022-06-09,Books,Books_Product_70,1205.47,1,5,60.27,1145.2,UPI,Hyderabad,1.2,No,2022,6,Jun,Thursday,2,Medium (500-2K)
TXN_000072,CUST_02809,2022-07-28,Fashion,Fashion_Product_176,4460.98,1,0,0.0,4460.98,UPI,Ahmedabad,1.6,No,2022,7,Jul,Thursday,3,High (2K-10K)
TXN_000073,CUST_02058,2022-02-22,Home & Kitchen,Home & Kitchen_Product_24,1651.67,1,15,247.75,1403.92,Net Banking,Chennai,1.3,No,2022,2,Feb,Tuesday,1,Medium (500-2K)
TXN_000074,CUST_00362,2022-01-04,Sports,Sports_Product_86,1902.57,1,30,570.77,1331.8,Debit Card,Chennai,2.5,No,2022,1,Jan,Tuesday,1,Medium (500-2K)
TXN_000075,CUST_01324,2023-03-29,Books,Books_Product_142,1426.15,5,15,1069.61,6061.14,Net Banking,Mumbai,2.5,No,2023,3,Mar,Wednesday,1,High (2K-10K)
TXN_000076,CUST_00917,2022-03-19,Books,Books_Product_177,881.77,1,25,220.44,661.33,Debit Card,Mumbai,1.4,No,2022,3,Mar,Saturday,1,Medium (500-2K)
TXN_000077,CUST_03025,2023-08-20,Electronics,Electronics_Product_142,37758.52,1,0,0.0,37758.52,Debit Card,Kolkata,1.5,No,2023,8,Aug,Sunday,3,Premium (>10K)
TXN_000078,CUST_01045,2022-02-12,Sports,Sports_Product_79,11792.36,5,0,0.0,58961.8,UPI,Mumbai,2.1,No,2022,2,Feb,Saturday,1,Premium (>10K)
TXN_000079,CUST_02932,2022-08-04,Electronics,Electronics_Product_175,77076.19,1,30,23122.86,53953.33,Debit Card,Delhi,1.2,No,2022,8,Aug,Thursday,3,Premium (>10K)
TXN_000080,CUST_02898,2023-07-28,Home & Kitchen,Home & Kitchen_Product_105,14895.53,1,10,1489.55,13405.98,Wallet,Bengaluru,4.9,No,2023,7,Jul,Friday,3,Premium (>10K)
TXN_000081,CUST_01940,2022-06-16,Home & Kitchen,Home & Kitchen_Product_46,10481.87,1,10,1048.19,9433.68,Net Banking,Mumbai,3.3,No,2022,6,Jun,Thursday,2,High (2K-10K)
TXN_000082,CUST_01470,2022-12-07,Electronics,Electronics_Product_106,22836.57,4,20,18269.26,73077.02,Debit Card,Chennai,2.8,No,2022,12,Dec,Wednesday,4,Premium (>10K)
TXN_000083,CUST_01305,2023-12-20,Fashion,Fashion_Product_28,1102.98,1,0,0.0,1102.98,Net Banking,Mumbai,3.3,Yes,2023,12,Dec,Wednesday,4,Medium (500-2K)
TXN_000084,CUST_03856,2022-08-16,Toys,Toys_Product_52,4933.81,2,5,493.38,9374.24,Net Banking,Pune,2.2,No,2022,8,Aug,Tuesday,3,High (2K-10K)
TXN_000085,CUST_02501,2022-08-22,Sports,Sports_Product_58,3503.55,4,20,2802.84,11211.36,Credit Card,Hyderabad,4.8,No,2022,8,Aug,Monday,3,Premium (>10K)
TXN_000086,CUST_03265,2022-12-03,Home & Kitchen,Home & Kitchen_Product_72,6360.91,4,20,5088.73,20354.91,Credit Card,Chennai,1.2,Yes,2022,12,Dec,Saturday,4,Premium (>10K)
TXN_000087,CUST_02877,2023-10-19,Fashion,Fashion_Product_131,4090.66,5,0,0.0,20453.3,Net Banking,Pune,3.4,No,2023,10,Oct,Thursday,4,Premium (>10K)
TXN_000088,CUST_00227,2022-04-29,Toys,Toys_Product_67,4242.17,3,5,636.33,12090.18,Debit Card,Chennai,2.7,No,2022,4,Apr,Friday,2,Premium (>10K)
TXN_000089,CUST_00314,2022-04-22,Electronics,Electronics_Product_153,69245.43,3,30,62320.89,145415.4,Net Banking,Pune,5.0,No,2022,4,Apr,Friday,2,Premium (>10K)
TXN_000090,CUST_02570,2023-03-23,Books,Books_Product_156,1422.67,3,0,0.0,4268.01,Wallet,Delhi,2.8,No,2023,3,Mar,Thursday,1,High (2K-10K)
TXN_000091,CUST_03156,2023-08-14,Toys,Toys_Product_49,3109.64,1,10,310.96,2798.68,UPI,Mumbai,3.5,No,2023,8,Aug,Monday,3,High (2K-10K)
TXN_000092,CUST_03573,2022-01-02,Electronics,Electronics_Product_134,53890.07,1,15,8083.51,45806.56,Wallet,Hyderabad,3.1,No,2022,1,Jan,Sunday,1,Premium (>10K)
TXN_000093,CUST_02984,2023-03-18,Home & Kitchen,Home & Kitchen_Product_18,8479.93,3,5,1271.99,24167.8,UPI,Pune,1.5,Yes,2023,3,Mar,Saturday,1,Premium (>10K)
TXN_000094,CUST_01021,2022-11-04,Books,Books_Product_130,968.43,2,0,0.0,1936.86,UPI,Kolkata,1.5,Yes,2022,11,Nov,Friday,4,Medium (500-2K)
TXN_000095,CUST_02673,2023-02-17,Fashion,Fashion_Product_179,3031.6,1,5,151.58,2880.02,UPI,Bengaluru,4.6,No,2023,2,Feb,Friday,1,High (2K-10K)
TXN_000096,CUST_01572,2023-03-07,Home & Kitchen,Home & Kitchen_Product_171,11787.25,1,10,1178.72,10608.53,Net Banking,Bengaluru,4.4,No,2023,3,Mar,Tuesday,1,Premium (>10K)
TXN_000097,CUST_04663,2022-11-05,Electronics,Electronics_Product_104,74163.72,1,0,0.0,74163.72,Wallet,Mumbai,2.8,No,2022,11,Nov,Saturday,4,Premium (>10K)
TXN_000098,CUST_02490,2022-10-21,Home & Kitchen,Home & Kitchen_Product_54,5031.96,2,0,0.0,10063.92,Net Banking,Pune,1.3,No,2022,10,Oct,Friday,4,Premium (>10K)
TXN_000099,CUST_03810,2023-03-29,Electronics,Electronics_Product_114,12576.26,1,10,1257.63,11318.63,Debit Card,Ahmedabad,1.7,No,2023,3,Mar,Wednesday,1,Premium (>10K)
TXN_000100,CUST_01391,2023-11-06,Beauty,Beauty_Product_22,1474.49,2,0,0.0,2948.98,UPI,Pune,1.8,Yes,2023,11,Nov,Monday,4,High (2K-10K)
TXN_000101,CUST_00766,2022-08-29,Electronics,Electronics_Product_173,22647.93,1,0,0.0,22647.93,UPI,Hyderabad,1.5,No,2022,8,Aug,Monday,3,Premium (>10K)
TXN_000102,CUST_01632,2022-05-31,Electronics,Electronics_Product_7,29459.45,1,10,2945.94,26513.51,Credit Card,Hyderabad,1.2,No,2022,5,May,Tuesday,2,Premium (>10K)
TXN_000103,CUST_03893,2023-09-18,Home & Kitchen,Home & Kitchen_Product_197,1364.12,3,25,1023.09,3069.27,Credit Card,Ahmedabad,1.2,No,2023,9,Sep,Monday,3,High (2K-10K)
TXN_000104,CUST_03396,2023-10-07,Books,Books_Product_148,1147.56,1,0,0.0,1147.56,Debit Card,Kolkata,2.5,No,2023,10,Oct,Saturday,4,Medium (500-2K)
TXN_000105,CUST_04050,2023-02-14,Home & Kitchen,Home & Kitchen_Product_63,5628.37,1,15,844.26,4784.11,Debit Card,Mumbai,1.1,No,2023,2,Feb,Tuesday,1,High (2K-10K)
TXN_000106,CUST_00874,2023-03-12,Sports,Sports_Product_57,17935.57,1,5,896.78,17038.79,Debit Card,Ahmedabad,1.4,No,2023,3,Mar,Sunday,1,Premium (>10K)
TXN_000107,CUST_00412,2023-07-25,Home & Kitchen,Home & Kitchen_Product_64,3750.69,1,0,0.0,3750.69,Credit Card,Ahmedabad,1.1,No,2023,7,Jul,Tuesday,3,High (2K-10K)
TXN_000108,CUST_01093,2023-04-21,Electronics,Electronics_Product_171,26536.04,1,20,5307.21,21228.83,Wallet,Pune,3.4,No,2023,4,Apr,Friday,2,Premium (>10K)
TXN_000109,CUST_03626,2023-09-20,Books,Books_Product_185,797.82,1,5,39.89,757.93,Wallet,Kolkata,3.3,No,2023,9,Sep,Wednesday,3,Medium (500-2K)
TXN_000110,CUST_04489,2023-04-02,Fashion,Fashion_Product_41,812.39,1,0,0.0,812.39,Net Banking,Ahmedabad,3.6,No,2023,4,Apr,Sunday,2,Medium (500-2K)
TXN_000111,CUST_02124,2022-09-11,Fashion,Fashion_Product_164,4935.27,2,0,0.0,9870.54,UPI,Ahmedabad,1.4,No,2022,9,Sep,Sunday,3,High (2K-10K)
TXN_000112,CUST_01960,2022-10-09,Electronics,Electronics_Product_113,13274.17,1,0,0.0,13274.17,Credit Card,Chennai,1.7,No,2022,10,Oct,Sunday,4,Premium (>10K)
TXN_000113,CUST_01921,2022-10-06,Electronics,Electronics_Product_86,42198.66,1,30,12659.6,29539.06,UPI,Delhi,1.4,No,2022,10,Oct,Thursday,4,Premium (>10K)
TXN_000114,CUST_01134,2022-06-04,Toys,Toys_Product_60,4354.43,3,0,0.0,13063.29,Net Banking,Bengaluru,1.7,No,2022,6,Jun,Saturday,2,Premium (>10K)
TXN_000115,CUST_01753,2022-03-07,Beauty,Beauty_Product_107,1714.61,2,0,0.0,3429.22,Net Banking,Pune,4.1,No,2022,3,Mar,Monday,1,High (2K-10K)
TXN_000116,CUST_04446,2023-04-23,Fashion,Fashion_Product_107,2242.09,1,0,0.0,2242.09,Credit Card,Hyderabad,1.5,No,2023,4,Apr,Sunday,2,High (2K-10K)
TXN_000117,CUST_03442,2023-02-03,Fashion,Fashion_Product_198,2989.94,1,5,149.5,2840.44,Wallet,Mumbai,3.1,Yes,2023,2,Feb,Friday,1,High (2K-10K)
TXN_000118,CUST_04717,2023-01-25,Fashion,Fashion_Product_123,845.19,1,30,253.56,591.63,Credit Card,Pune,2.3,No,2023,1,Jan,Wednesday,1,Medium (500-2K)
TXN_000119,CUST_02447,2023-02-04,Fashion,Fashion_Product_108,3471.21,2,10,694.24,6248.18,Wallet,Hyderabad,2.9,No,2023,2,Feb,Saturday,1,High (2K-10K)
TXN_000120,CUST_04000,2022-08-13,Fashion,Fashion_Product_70,4661.74,3,30,4195.57,9789.65,Net Banking,Ahmedabad,1.5,No,2022,8,Aug,Saturday,3,High (2K-10K)
TXN_000121,CUST_00238,2023-02-03,Beauty,Beauty_Product_87,625.58,1,15,93.84,531.74,Net Banking,Bengaluru,3.3,No,2023,2,Feb,Friday,1,Medium (500-2K)
TXN_000122,CUST_03829,2022-05-11,Electronics,Electronics_Product_160,63723.75,1,0,0.0,63723.75,Wallet,Mumbai,1.7,No,2022,5,May,Wednesday,2,Premium (>10K)
TXN_000123,CUST_03228,2023-08-30,Sports,Sports_Product_145,10604.39,1,20,2120.88,8483.51,Credit Card,Delhi,2.6,No,2023,8,Aug,Wednesday,3,High (2K-10K)
TXN_000124,CUST_03512,2022-05-19,Fashion,Fashion_Product_119,2009.33,1,0,0.0,2009.33,Debit Card,Mumbai,4.0,No,2022,5,May,Thursday,2,High (2K-10K)
TXN_000125,CUST_02132,2023-01-24,Electronics,Electronics_Product_84,72016.18,1,5,3600.81,68415.37,Debit Card,Ahmedabad,4.6,No,2023,1,Jan,Tuesday,1,Premium (>10K)
TXN_000126,CUST_02678,2022-12-12,Electronics,Electronics_Product_195,75216.65,2,0,0.0,150433.3,Net Banking,Chennai,1.6,No,2022,12,Dec,Monday,4,Premium (>10K)
TXN_000127,CUST_03454,2022-09-16,Home & Kitchen,Home & Kitchen_Product_21,8071.9,3,15,3632.35,20583.35,Net Banking,Mumbai,1.6,No,2022,9,Sep,Friday,3,Premium (>10K)
TXN_000128,CUST_04419,2022-02-23,Electronics,Electronics_Product_90,59643.73,1,10,5964.37,53679.36,Debit Card,Delhi,4.0,No,2022,2,Feb,Wednesday,1,Premium (>10K)
TXN_000129,CUST_00330,2022-02-01,Fashion,Fashion_Product_64,4142.04,1,20,828.41,3313.63,Debit Card,Mumbai,1.5,No,2022,2,Feb,Tuesday,1,High (2K-10K)
TXN_000130,CUST_01249,2022-09-02,Books,Books_Product_33,309.88,1,15,46.48,263.4,Net Banking,Delhi,3.9,No,2022,9,Sep,Friday,3,Low (<500)
TXN_000131,CUST_04621,2022-08-12,Sports,Sports_Product_120,10991.67,1,0,0.0,10991.67,UPI,Pune,1.7,No,2022,8,Aug,Friday,3,Premium (>10K)
TXN_000132,CUST_01375,2023-09-13,Home & Kitchen,Home & Kitchen_Product_156,6102.64,1,25,1525.66,4576.98,Credit Card,Bengaluru,1.6,No,2023,9,Sep,Wednesday,3,High (2K-10K)
TXN_000133,CUST_02549,2022-04-21,Home & Kitchen,Home & Kitchen_Product_149,9230.1,1,20,1846.02,7384.08,Credit Card,Chennai,4.7,No,2022,4,Apr,Thursday,2,High (2K-10K)
TXN_000134,CUST_04717,2023-11-25,Sports,Sports_Product_97,18473.24,2,0,0.0,36946.48,Net Banking,Hyderabad,3.3,No,2023,11,Nov,Saturday,4,Premium (>10K)
TXN_000135,CUST_00623,2023-08-30,Fashion,Fashion_Product_177,3734.93,4,25,3734.93,11204.79,Debit Card,Delhi,2.8,No,2023,8,Aug,Wednesday,3,Premium (>10K)
TXN_000136,CUST_02471,2023-12-02,Toys,Toys_Product_154,4226.71,1,25,1056.68,3170.03,Credit Card,Mumbai,4.5,No,2023,12,Dec,Saturday,4,High (2K-10K)
TXN_000137,CUST_02845,2023-06-30,Home & Kitchen,Home & Kitchen_Product_110,6075.19,1,0,0.0,6075.19,UPI,Delhi,4.2,Yes,2023,6,Jun,Friday,2,High (2K-10K)
TXN_000138,CUST_04145,2023-10-26,Fashion,Fashion_Product_88,2111.21,1,25,527.8,1583.41,Credit Card,Kolkata,2.4,No,2023,10,Oct,Thursday,4,Medium (500-2K)
TXN_000139,CUST_04016,2022-04-19,Sports,Sports_Product_111,9208.69,1,5,460.43,8748.26,UPI,Ahmedabad,1.6,No,2022,4,Apr,Tuesday,2,High (2K-10K)
TXN_000140,CUST_01254,2023-03-22,Home & Kitchen,Home & Kitchen_Product_46,6371.04,4,0,0.0,25484.16,Wallet,Chennai,3.3,No,2023,3,Mar,Wednesday,1,Premium (>10K)
TXN_000141,CUST_04409,2023-05-11,Electronics,Electronics_Product_120,53251.22,1,30,15975.37,37275.85,Net Banking,Chennai,1.6,No,2023,5,May,Thursday,2,Premium (>10K)
TXN_000142,CUST_02641,2022-09-09,Electronics,Electronics_Product_23,79751.5,1,10,7975.15,71776.35,UPI,Ahmedabad,1.3,No,2022,9,Sep,Friday,3,Premium (>10K)
